21,835414.0,33,842906.0,5,818914.0
8,925833.0,7,916725.0,8,928894.0
6,1004262.0,11,1012320.0,7,1013697.0
7,1069890.0,6,1114826.0,6,1091863.0
8,1181892.0,8,1177768.0,7,1192707.0
9,1298195.0,8,1296150.0,8,1305726.0
9,1386048.0,9,1409277.0,8,1374288.0
8,1495493.0,9,1479978.0,11,1507755.0
12,1594163.0,12,1585684.0,10,1640741.0
10,1725707.0,11,1686436.0,12,1695423.0
11,1765069.0,11,1820168.0,12,1753817.0
11,1888457.0,11,1864861.0,13,1866968.0
14,1985688.0,11,1967982.0,13,1962329.0
16,2072328.0,14,2097233.0,13,2047792.0
14,2170933.0,15,2160319.0,13,2153757.0
16,2247346.0,15,2265333.0,14,2237633.0
13,2391600.0,14,2386646.0,16,2338425.0
18,2450048.0,16,2479929.0,15,2497346.0
14,2535349.0,17,2593435.0,18,2552555.0
20,2641336.0,23,2661772.0,18,2657558.0
20,2809358.0,23,2770886.0,25,2786770.0
22,2879743.0,30,2832604.0,27,2828287.0
20,2966739.0,23,2954352.0,25,3007275.0
26,3066118.0,21,3110169.0,20,3064272.0
32,3189533.0,25,3160385.0,25,3231552.0
27,3282612.0,22,3248109.0,22,3266614.0
22,3397643.0,28,3365775.0,27,3445917.0
23,3511622.0,23,3476646.0,28,3451985.0
26,3564146.0,23,3621859.0,27,3572227.0
31,3655939.0,34,3718209.0,45,3711989.0
33,3805590.0,42,3766289.0,36,3772872.0
